評論,tokens
"商品特色漢方植粹精華　可改善頭皮因壓力、清潔不當所造成的敏感問題
覺得『后』的產品在瓶身設計上很用心　光看瓶身就覺得有吸引我
容量－＞350 ML /瓶
味道－＞漢方香味
色澤－＞和瓶身的顏色很像
將洗髮精到在手心上先搓揉後
在按摩頭皮至起泡為止
在過程中覺得起泡容易　加上泡沫還算多漢方味道　我覺得好聞　也喜歡它的味道
洗淨時屬於易沖淨型的　沖水時髮尾還不至於乾澀糾結
為了想知道有使用潤髮和沒使用潤髮的差別
在使用完后的洗髮精之後　就沖淨加吹乾髮絲
就感覺髮絲摸起來感覺沒有很滑順
商品特色有說改善頭皮的敏","['商品', '特色', '漢方', '植粹', '精華', '可', '改善', '頭皮', '因', '壓力', '清潔', '不當', '所', '造成', '的', '敏感', '問題', '覺得', '后', '的', '產品', '在', '瓶身', '設計', '上', '很', '用心', '光', '看', '瓶身', '就', '覺得', '有', '吸引', '我', '容', '量瓶', '味道', '漢方', '香味', '色澤', '和', '瓶身', '的', '顏色', '很', '像', '將', '洗髮精', '到', '在', '手心', '上', '先', '搓揉', '後', '在', '按摩', '頭皮', '至', '起泡', '為止', '在', '過程', '中', '覺得', '起泡', '容易', '加上', '泡沫', '還', '算', '多', '漢方', '味道', '我', '覺得', '好聞', '也', '喜歡', '它', '的', '味道', '洗淨', '時', '屬於', '易', '沖淨', '型', '的', '沖水', '時', '髮尾', '還', '不至於', '乾澀', '糾結', '為', '了', '想', '知道', '有', '使用', '潤髮', '和', '沒', '使用', '潤髮', '的', '差別', '在', '使用完', '后', '的', '洗髮精', '之後', '就', '沖淨', '加', '吹乾', '髮絲', '就', '感覺', '髮絲', '摸起來', '感覺', '沒有', '很', '滑順', '商品', '特色', '有', '說', '改善', '頭皮', '的', '敏']"
"我是個很愛變換髮型的人，但染燙不僅花時間，還很傷髮質，尤其是染髮完，髮質都會變得特別毛躁，染後的顏色要維持的長久也很耗費心力，常常邊洗髮顏色和斷髮就一邊流進排水孔，看了都覺得好心痛QQ，每次都令我覺得非常的困擾。
所以到底要如何從日常解決我的頭髮困擾就變得格外重要！
市面上大多數的洗髮精都是只有防斷或護色其中一個功能，但最近入手的青春露護色粉紅瓶同時兼具了這兩個功效，兼顧頭髮的強韌度與護色力，可以避免染燙後比較脆弱的髮絲斷裂，並且維持染後的顏色，讓色澤更持久。
另外就是它添加了潘婷獨家的Pro-V精華，可","['我', '是', '個', '很', '愛', '變換', '髮型', '的', '人', '但', '染燙', '不僅', '花', '時間', '還', '很', '傷', '髮質', '尤其是', '染髮完', '髮質', '都', '會', '變', '得', '特別', '毛躁', '染', '後', '的', '顏色', '要', '維持', '的', '長久', '也', '很', '耗費', '心力', '常常', '邊', '洗髮', '顏色', '和', '斷髮', '就', '一邊', '流進', '排水孔', '看', '了', '都', '覺得', '好', '心痛', '每', '次', '都', '令', '我', '覺得', '非常', '的', '困擾', '所以', '到底', '要', '如何', '從', '日常', '解決', '我', '的', '頭髮', '困擾', '就', '變', '得', '格外', '重要', '市面', '上', '大多數', '的', '洗髮精', '都', '是', '只有', '防斷', '或', '護色', '其中', '一', '個', '功能', '但', '最近', '入手', '的', '青春露', '護色粉', '紅瓶', '同時', '兼具', '了', '這', '兩', '個', '功效', '兼顧', '頭髮', '的', '強韌度', '與', '護色力', '可以', '避免', '染燙', '後', '比較', '脆弱', '的', '髮絲', '斷裂', '並且', '維持', '染', '後', '的', '顏色', '讓', '色澤', '更', '持久', '另外', '就是', '它', '添加', '了', '潘婷', '獨家', '的', '精華', '可']"
"細軟➕油性髮質超容易讓人有
沒洗頭的錯覺😱(冤枉呀)
訴求控油❄蓬鬆常常是我的洗髮產品🎯首選@@但~通常都是去油同時失去水潤感
造成乾澀毛燥
幸好🦊這陣子使用到🈵️森歐黎漾
【淨平衡洗髮露】無矽靈頭皮無負擔
更有🪄讓頭皮狀態達到油水平衡作用
洗髮露帶有清新🍀草本香氣
輕鬆搓揉出細緻泡沫⚡好沖洗
洗後髮絲乾淨不乾澀▶️
吹乾秀髮輕盈蓬鬆更年輕","['細軟', '油性', '髮質', '超', '容易', '讓', '人', '有', '沒', '洗頭', '的', '錯覺', '冤枉', '呀', '訴求', '控油', '蓬鬆', '常常', '是', '我', '的', '洗髮', '產品', '首選', '但', '通常', '都', '是', '去', '油', '同時', '失去', '水潤感', '造成', '乾澀', '毛燥', '幸好', '這陣子', '使用到', '森歐黎', '漾淨', '平衡', '洗髮露', '無', '矽靈', '頭皮', '無', '負擔', '更', '有', '讓', '頭皮', '狀態', '達到', '油水', '平衡', '作用', '洗髮露', '帶有', '清新', '草本', '香氣', '輕鬆', '搓揉出', '細緻', '泡沫', '好', '沖洗洗', '後', '髮絲', '乾淨', '不', '乾澀', '吹乾', '秀髮', '輕盈', '蓬鬆', '更', '年輕']"
"之前髮質很差，用完這罐真的差很多呢，髮尾變好了
我是很容易過敏的體質，常常用修復功能的洗髮乳都會過敏，這罐目前使用下來還沒過敏產生，推薦","['之前', '髮質', '很', '差', '用完', '這', '罐', '真的', '差', '很多', '呢', '髮尾', '變好', '了', '我', '是', '很', '容易', '過敏', '的', '體質', '常常', '用', '修復', '功能', '的', '洗髮乳', '都', '會', '過敏', '這', '罐', '目前', '使用', '下來', '還', '沒', '過敏', '產生', '推薦']"
"原本用阿葵亞 但是最近覺得越洗頭越癢
我家人妹妹跟先生原本他們先反應阿葵亞不好
最近看看到這罐上市
馬上去買來用用
我先生跟我都覺得很快起泡
沖洗容易 也不會再覺得頭癢
味道也不會太濃
吹完也不會太乾 有無蓬鬆到還好
本人頭髮多感覺不出來
定價有點貴 一定要有打折購入比較划算
推","['原本', '用', '阿葵亞', '但是', '最近', '覺得', '越', '洗頭越癢', '我', '家人', '妹妹', '跟', '先生', '原本', '他們', '先', '反應', '阿葵亞', '不', '好', '最近', '看看到', '這', '罐', '上市', '馬上', '去', '買來', '用用', '我', '先生', '跟', '我', '都', '覺得', '很', '快', '起泡', '沖洗', '容易', '也', '不會', '再', '覺得', '頭癢', '味道', '也', '不會', '太', '濃', '吹完', '也', '不會', '太', '乾', '有無', '蓬鬆', '到', '還好', '本人', '頭髮', '多', '感覺', '不', '出來', '定價', '有點', '貴', '一定', '要', '有', '打折', '購入', '比較', '划算', '推']"
最近開始在用無印的保養品，之前都只有用洗面乳、化妝水，覺得都還行，雖沒有特別驚艷，但就是還算適合自己。洗髮精是近來頭皮有點癢，想用無矽靈的試試，用完第一次洗起來覺得澀，因為沒有矽靈就是這樣，但頭皮的確沒那麼不舒服，再來好好觀察看看。,"['最近', '開始', '在', '用', '無', '印', '的', '保養品', '之前', '都', '只有', '用', '洗面乳', '化妝水', '覺得', '都', '還', '行', '雖', '沒有', '特別', '驚艷', '但', '就是', '還', '算', '適合', '自己', '洗髮精', '是', '近來', '頭皮', '有點', '癢', '想', '用', '無', '矽靈', '的', '試試', '用完', '第一', '次', '洗起來', '覺得', '澀', '因為', '沒有', '矽靈', '就', '是', '這樣', '但', '頭皮', '的確', '沒', '那麼', '不', '舒服', '再', '來', '好好', '觀察', '看看']"
"1.商品資訊：
★獨家專利技術人蔘x咖啡因™技術，以人蔘全草與咖啡因的最佳配方強化髮根與髮絲強韌度。
★另外添加專利止癢成分，協助緩解頭皮搔癢問題。
★油性：添加松針與薄荷萃取物，雙效皮脂控制，打造清爽頭皮。
★韓國7無配方：不含動物性原料/礦物油/聚丙烯醯胺/三乙醇胺/人工色素/矽油/咪唑烷基脲(防腐劑)
2.容量：正品400ml/試用品100ml
3.產地：韓國
4.包裝設計：深紫色瓶身+黑色上蓋。
5.用途：清潔頭皮、頭髮。
6.使用方式：取適量按摩毛髮與頭皮後再以清水洗淨即可。
7.我的使用後心得","['商品', '資訊', '獨家', '專利', '技術', '人蔘', '咖啡因', '技術', '以', '人蔘', '全草', '與', '咖啡因', '的', '最佳', '配方', '強化', '髮根', '與', '髮絲', '強韌度', '另外', '添加', '專利', '止癢', '成分', '協助', '緩解', '頭皮', '搔癢', '問題', '油性', '添加', '松針', '與', '薄荷', '萃取物', '雙效', '皮脂', '控制', '打造', '清爽', '頭皮', '韓國', '無', '配方', '不', '含', '動物性', '原料', '礦物油', '聚丙烯醯胺', '三乙醇胺', '人工', '色素', '矽油', '咪唑烷基脲', '防腐劑', '容量', '正品', '試用品', '產地', '韓國', '包裝', '設計', '深紫色', '瓶身', '黑色', '上蓋', '用途', '清潔', '頭皮', '頭髮', '使用', '方式', '取', '適量', '按摩', '毛髮', '與', '頭皮', '後', '再', '以', '清水', '洗淨', '即可', '我', '的', '使用', '後', '心得']"
"———2022/06———購入，而且持續回購喔！都是買80ml的，很夠用，頭皮已經習慣，深層清潔有感，給7顆星，一星期使用一次，還是維持擠在洗髮精之中，洗髮精目前也是艾瑪絲的，使用量我覺得很省
還買了1%的，應該是淨化成分少些，但是使用感都很好
———2021/04/首發文———
感謝廠商跟urosme平台提供的2020百大網友禮試用產品！還是一整組系列的試用❤️，真是太大方了👏！！
也有官網，附上官網圖片：
官網介紹，
專為頭皮日常清潔前導洗髮精；不含抗藥性、不含MI、MCI化學防腐劑、不含矽靈、人工色","['購入', '而且', '持續', '回購', '喔', '都', '是', '買', '的', '很', '夠用', '頭皮', '已經', '習慣', '深層', '清潔', '有感', '給', '顆星', '一', '星期', '使用', '一', '次', '還是', '維持', '擠', '在', '洗髮精', '之中', '洗髮精', '目前', '也', '是', '艾瑪絲', '的', '使用量', '我', '覺得', '很', '省', '還', '買', '了', '的', '應該', '是', '淨化', '成分', '少', '些', '但是', '使用感', '都', '很', '好', '首發文', '感謝', '廠商', '跟', '平台', '提供', '的', '百', '大', '網友禮', '試用', '產品', '還是', '一', '整', '組', '系列', '的', '試用', '真是', '太', '大方', '了', '也', '有', '官網', '附上', '官網', '圖片', '官網', '介紹', '專', '為', '頭皮', '日常', '清潔', '前導', '洗髮精', '不', '含', '抗藥性', '不', '含', '化學', '防腐劑', '不', '含', '矽靈', '人工色']"
"在英國工作，當地的水質真的會讓人一直脫髮
我是髮量很多的人去英國 頭髮掉的我有嚇到
跟了其他同為華人的馬來西亞朋友述說這情況
她們說這瓶可以生出很多小細髮
還一直給我看她們的小細髮見證有效
我就買來用用看囉
這瓶生髮其實蠻有名的
質地是透明帶有淡黃色
蠻好起泡的，帶有著薑味
不難聞但是還是會建議假如習慣都洗有香精味，喜歡香香的女生
在買之前還是可以先去靠櫃試聞看看再決定要不要買，看這味道能不能接受
洗完這味道其實不會殘留在頭上太久
但是它不是那種洗完會讓你頭髮飄逸著香味的洗髮精
所以我用完都會在用有香味的","['在', '英國', '工作', '當地', '的', '水質', '真的', '會', '讓', '人', '一直', '脫髮', '我', '是', '髮量', '很多', '的', '人', '去', '英國', '頭髮', '掉', '的', '我', '有', '嚇到', '跟', '了', '其他', '同', '為', '華人', '的', '馬來西亞', '朋友', '述說', '這', '情況', '她們', '說', '這', '瓶', '可以', '生出', '很多', '小', '細髮', '還', '一直', '給', '我', '看', '她們', '的', '小', '細髮', '見證', '有效', '我', '就', '買來', '用用', '看', '囉', '這', '瓶', '生髮', '其實', '蠻', '有名', '的', '質地', '是', '透明', '帶有', '淡黃色', '蠻', '好', '起泡', '的', '帶有', '著', '薑味', '不', '難聞', '但是', '還是', '會', '建議', '假如', '習慣', '都', '洗有', '香精味', '喜歡', '香香', '的', '女生', '在', '買', '之前', '還是', '可以', '先', '去', '靠', '櫃', '試', '聞', '看看', '再', '決定', '要不要', '買看', '這', '味道', '能不能', '接受', '洗完', '這', '味道', '其實', '不會', '殘留', '在', '頭', '上', '太', '久', '但是', '它', '不', '是', '那', '種', '洗完', '會', '讓', '你', '頭髮', '飄逸', '著', '香味', '的', '洗髮精', '所以', '我', '用完', '都', '會', '在', '用', '有', '香味', '的']"
"一開始室友在用，上次跟他借來洗覺得很好洗
是去脂的洗髮精 但不乾澀 不打結蠻舒服的
而且是我喜歡的清爽味道
容量也很滿意 1000ml很夠用XD
覺得cp值蠻高的 不錯不錯","['一', '開始', '室友', '在', '用', '上', '次', '跟', '他', '借來', '洗', '覺得', '很', '好', '洗', '是', '去', '脂', '的', '洗髮精', '但', '不', '乾澀', '不', '打結', '蠻', '舒服', '的', '而且', '是', '我', '喜歡', '的', '清爽', '味道', '容量', '也', '很', '滿意', '很', '夠', '用', '覺得值', '蠻', '高', '的', '不錯', '不錯']"
味道很清新，大部分能接受，這味道跟苦瓜完全撇不上邊🤣，洗完頭皮涼涼的，頭髮洗完會比洗艾草的還要乾，護髮做好就沒問題，油性頭皮的人一定會愛上，起跑也很容易，我洗過各大品牌抗油的（Sabon 蕾莉歐 aveda 等等），阿原苦瓜洗頭水第一名，價錢也最可愛。,"['味道', '很', '清新', '大部分', '能', '接受', '這', '味道', '跟', '苦瓜', '完全', '撇', '不', '上', '邊', '洗完', '頭皮', '涼涼', '的', '頭髮', '洗完', '會', '比', '洗', '艾草', '的', '還要', '乾', '護髮', '做好', '就', '沒', '問題', '油性', '頭皮', '的', '人', '一定', '會', '愛上', '起跑', '也', '很', '容易', '我', '洗', '過', '各', '大', '品牌', '抗', '油', '的', '蕾莉歐', '等等', '阿原', '苦瓜', '洗頭水', '第一', '名', '價錢', '也', '最', '可愛']"
"因為年紀到了，頭髮開始有落髮的問題，變在網路上查詢到了這瓶安絲洗髮乳。
這款主要是針對落髮/老化頭皮修護的產品
含有咖啡因成分+銀杏
不含矽靈 ph5.5是比較不會刺激頭皮也比較好的數值
因為我的頭皮屬於油性的所以我會洗兩次
因為這款安絲洗髮乳不控油
所以我會第一次洗髮先用控油洗髮精洗一次，
第二次再用這款洗髮乳 並停留2-3分鐘沖洗掉。
上面說明有寫定期使用約四到六個月可重建秀髮生命周期。
目前用了大約一個月，落髮數量是有稍微減少的。
但還是要再觀察看看。","['因為', '年紀', '到', '了', '頭髮', '開始', '有', '落髮', '的', '問題', '變', '在', '網路', '上', '查詢到', '了', '這', '瓶', '安絲', '洗髮乳', '這', '款', '主要', '是', '針對', '落髮', '老化', '頭皮', '修護', '的', '產品', '含有', '咖啡因', '成分', '銀杏', '不', '含', '矽靈', '是', '比較', '不會', '刺激', '頭皮', '也', '比較', '好', '的', '數值', '因為', '我', '的', '頭皮', '屬於', '油性', '的', '所以', '我', '會', '洗', '兩', '次', '因為', '這', '款', '安絲', '洗髮乳', '不', '控油', '所以', '我', '會', '第一', '次', '洗髮', '先', '用', '控油', '洗髮精', '洗', '一', '次', '第二', '次', '再', '用', '這', '款', '洗髮乳', '並', '停留', '分鐘', '沖洗掉', '上面', '說明', '有', '寫', '定期', '使用', '約', '四', '到', '六', '個', '月', '可', '重建', '秀髮', '生命', '周期', '目前', '用', '了', '大約', '一', '個', '月', '落髮', '數量', '是', '有', '稍微', '減少', '的', '但', '還是', '要', '再', '觀察', '看看']"
"這瓶意外的蠻好用!
最近天氣變冷後
用原來的洗髮精洗完頭會覺得頭皮有些乾癢
所以想換成養護頭皮的洗髮精試看看
之前用過舊款紫瓶紫標(油頭用)
印象其實很差!
洗完清爽沒錯
但隔天頭皮爆炸癢!髮尾乾
出油卻莫名快
我仔細看了成分
才發現裡面有矽靈
(我知道矽靈是很安全成分謝謝)
我頭皮碰到矽靈會爆炸癢
且加速出油
根本悲劇
但那時對呂的香味留下好感
所以看到這次敏感頭皮的沒矽靈
才再給它一次機會試試
本來很怕敏感頭皮用的會洗不乾淨
但意外不會!
頭皮、髮根處洗得蠻乾淨的!
使用量也不會很多
它按壓一次出來的","['這', '瓶', '意外', '的', '蠻', '好用', '最近', '天氣', '變冷', '後', '用', '原來', '的', '洗髮精', '洗完', '頭', '會', '覺得', '頭皮', '有些', '乾癢', '所以', '想', '換成', '養護', '頭皮', '的', '洗髮精', '試', '看看', '之前', '用', '過', '舊', '款', '紫', '瓶', '紫', '標油頭', '用', '印象', '其實', '很', '差', '洗完', '清爽', '沒', '錯', '但', '隔天', '頭皮', '爆炸', '癢', '髮尾', '乾', '出', '油', '卻', '莫名', '快', '我', '仔細', '看', '了', '成分', '才', '發現', '裡面', '有', '矽靈', '我', '知道', '矽靈', '是', '很', '安全', '成分', '謝謝', '我', '頭皮', '碰到', '矽靈', '會', '爆炸', '癢', '且', '加速', '出', '油', '根本', '悲劇', '但', '那時', '對', '呂', '的', '香味', '留下', '好感', '所以', '看到', '這', '次', '敏感', '頭皮', '的', '沒', '矽靈', '才', '再', '給', '它', '一', '次', '機會', '試試', '本來', '很', '怕', '敏感', '頭皮', '用', '的', '會', '洗', '不', '乾淨', '但', '意外', '不會', '頭皮', '髮根', '處', '洗', '得', '蠻', '乾淨', '的', '使用量', '也', '不會', '很多', '它', '按壓', '一', '次', '出來', '的']"
"終於消耗完去年＂囤貨＂中的一瓶
飛柔　滋養柔順香氛洗髮露
跟
豐盈飄逸微米淨透洗髮露
一樣
都是$69加購價的商品（容量比較少，只有300ML）
不過這一回可以再打88折，因此又便宜了幾塊錢🤭
離奇的事來了～同名為洗髮＂露＂
可是這一瓶擠出來明明就是洗髮＂乳＂耶？？？🤨
（十分不解現在的廠商，對產品名稱的定義是啥？！）
而且還有淡淡的粉紅色澤
我認為是多此一舉的色料添加🤔
（因為又不是用透明的瓶子裝）
先來看看產品上的包裝說明
＂淡香持久＂這點對我來說～不是那麼的重要
反而是＂光澤柔順＂是我買它最主要的因","['終於', '消耗完', '去年', '囤貨', '中', '的', '一', '瓶', '飛柔', '滋養', '柔順', '香氛', '洗髮露', '跟', '豐盈', '飄逸', '微米', '淨透', '洗髮露', '一樣', '都', '是', '加購價', '的', '商品', '容量', '比較', '少', '只有', '不過', '這', '一', '回', '可以', '再', '打折', '因此', '又', '便宜', '了', '幾', '塊', '錢', '離奇', '的', '事', '來', '了', '同', '名為', '洗髮露', '可是', '這', '一', '瓶', '擠出來', '明明', '就', '是', '洗髮乳', '耶', '十分', '不解', '現在', '的', '廠商', '對', '產品', '名稱', '的', '定義', '是', '啥', '而且', '還', '有', '淡淡', '的', '粉紅', '色澤', '我', '認為', '是', '多', '此', '一舉', '的', '色料', '添加', '因為', '又', '不', '是', '用', '透明', '的', '瓶子', '裝', '先', '來', '看看', '產品', '上', '的', '包裝', '說明', '淡香', '持久', '這', '點', '對', '我', '來', '說', '不', '是', '那麼', '的', '重要', '反而', '是', '光澤', '柔順', '是', '我', '買', '它', '最', '主要', '的', '因']"
"這罐是朋友推薦我的
因為我的頭皮本身也容易出油
收到的時候當天就打開來用用看
他的香味非常好聞，有點果香但沒那麼濃
起泡中上，搓洗起來算順手
洗完隔天頭皮比較不油
但是髮尾會澀澀乾乾的，建議可以用潤絲或是護髮油產品加強髮尾保濕～","['這', '罐', '是', '朋友', '推薦', '我', '的', '因為', '我', '的', '頭皮', '本身', '也', '容易', '出', '油', '收到', '的', '時候', '當天', '就', '打開來', '用用', '看', '他', '的', '香味', '非常', '好', '聞', '有點', '果香', '但', '沒', '那麼', '濃', '起泡', '中', '上', '搓洗', '起來', '算', '順手', '洗完', '隔天', '頭皮', '比較', '不', '油', '但是', '髮尾', '會', '澀澀', '乾乾', '的', '建議', '可以', '用', '潤絲', '或是', '護髮油', '產品', '加強', '髮尾', '保濕']"
大概使用了三個月，目前覺得還不錯，有效果出來，變的茂密了一點，家人也表示有差，但是每次覺得洗完都有點卡卡的，應該是洗髮精本身的問題，可能還需要搭配潤髮才會比較好，總得來說對我來說是一款不錯的產品價格就見仁見智吧，我是覺得還可以。,"['大概', '使用', '了', '三', '個', '月', '目前', '覺得', '還', '不錯', '有', '效果', '出來', '變', '的', '茂密', '了', '一點', '家人', '也', '表示', '有', '差', '但是', '每', '次', '覺得', '洗完', '都', '有點', '卡卡', '的', '應該', '是', '洗髮精', '本身', '的', '問題', '可能', '還', '需要', '搭配', '潤髮', '才', '會', '比較', '好', '總得來說', '對', '我', '來', '說', '是', '一', '款', '不錯', '的', '產品', '價格', '就', '見仁見智', '吧', '我', '是', '覺得', '還可以']"
"美吾髮零矽靈天然草本白茶茉莉洗髮露
牌子老信用好😄這是我對美吾髮的讚美
招牌葵花🌻洗髮精相信大家應該都不陌生
我個人也很喜歡
這次會買白茶茉莉也是想試試其它香味
味道很清香沒有過濃的香精味
0矽靈用起來也安心
起泡性很好也容易沖乾淨
PH5.5平衡酸鹼值調理頭皮
和葵花略為不同的地方是它沖完後比較乾澀
因為我本身的髮質就偏乾
所以洗完髮～潤髮、護髮素不能少
白茶茉莉洗完頭皮真的比較不容易癢
頭皮比較容易出油的可以試試看
會給四顆❤️是因為它對我來說太澀了😄","['美', '吾髮', '零矽靈', '天然', '草本', '白茶', '茉莉', '洗髮露', '牌子', '老', '信用好', '這', '是', '我', '對', '美', '吾髮', '的', '讚美', '招牌', '葵花', '洗髮精', '相信', '大家', '應該', '都', '不', '陌生', '我', '個人', '也', '很', '喜歡', '這', '次', '會', '買', '白茶', '茉莉', '也', '是', '想', '試試', '其它', '香味', '味道', '很', '清香', '沒有', '過', '濃', '的', '香精味', '矽靈', '用起來', '也', '安心', '起泡性', '很', '好', '也', '容易', '沖乾淨', '平衡', '酸鹼值', '調理', '頭皮', '和', '葵花', '略為', '不同', '的', '地方', '是', '它', '沖完', '後', '比較', '乾澀', '因為', '我', '本身', '的', '髮質', '就', '偏', '乾', '所以', '洗完髮', '潤髮', '護髮素', '不能', '少', '白茶', '茉莉', '洗完', '頭皮', '真的', '比較', '不', '容易', '癢', '頭皮', '比較', '容易', '出', '油', '的', '可以', '試試', '看', '會', '給', '四', '顆', '是', '因為', '它', '對', '我', '來', '說', '太', '澀', '了']"
"自己會不定期DIY染髮的習慣
所以剛染完怕掉色太黃變乾枯髮尾
就會習慣用護色的髮品
不確定是否好用有旅行小罐裝就買來試用
黑色塑膠圓罐瓶裝黑色旋轉圓蓋
內容為透明凝膠狀偏稠質地
帶有好聞的木質麝香粉香味
個人頭皮髮質粗硬自然捲髮長及背有染髮
第一遍先洗頭皮
第二遍能搓出些許泡沫
沖洗時很好沖乾淨
但頭皮仍有些許油感
較為溫和不會太去油
通常透明無矽靈的洗髮品洗完都會大打結
這款就還好對髮絲來說就不會太過乾澀
吹整完後也不會過於毛躁還算蠻直順的
個人感受上偏滋潤型洗髮品","['自己', '會', '不', '定期', '染髮', '的', '習慣', '所以', '剛', '染完', '怕', '掉色', '太', '黃', '變', '乾枯', '髮尾', '就', '會', '習慣', '用', '護色', '的', '髮品', '不', '確定', '是否', '好用', '有', '旅行', '小', '罐裝', '就', '買來', '試用', '黑色', '塑膠', '圓罐', '瓶裝', '黑色', '旋轉', '圓蓋', '內容', '為', '透明', '凝膠狀', '偏稠質', '地帶', '有', '好聞', '的', '木質', '麝香粉', '香味', '個人', '頭皮', '髮質', '粗', '硬', '自然', '捲髮', '長', '及', '背', '有', '染髮', '第一', '遍', '先', '洗', '頭皮', '第二', '遍', '能', '搓出', '些許', '泡沫', '沖洗', '時', '很', '好', '沖', '乾淨', '但', '頭皮', '仍', '有', '些許', '油感', '較為', '溫和', '不會', '太', '去', '油', '通常', '透明', '無', '矽靈', '的', '洗髮品', '洗完', '都', '會', '大', '打結', '這', '款', '就', '還好', '對', '髮絲', '來', '說', '就', '不會', '太過', '乾澀', '吹', '整完', '後', '也', '不會', '過於', '毛躁', '還', '算', '蠻', '直順', '的', '個人', '感受', '上', '偏', '滋潤', '型', '洗髮品']"
"有喜歡的女藝人代言，心癢癢的購入三冠王
(水漾薔薇、淨平衡、茶樹止癢)
最喜歡水漾薔薇，最不討喜的就是這罐茶樹止癢
擠出來是白色的(一樣無矽靈)，產品係說明因添加抗屑成分才以乳白色質地呈現，但個人偏愛透明系。
富含茶樹精油，檸檬萊姆麝香調
頭皮沒有特別感受清新舒爽，本身就沒有頭皮屑
香味容易臭掉不知道為什麼
一樣的價位，會選擇水漾薔薇🌹","['有', '喜歡', '的', '女', '藝人', '代言', '心', '癢癢', '的', '購入', '三冠王', '水漾', '薔薇', '淨', '平衡', '茶樹', '止癢', '最', '喜歡', '水漾', '薔薇', '最', '不', '討喜', '的', '就', '是', '這', '罐', '茶樹', '止癢', '擠出來', '是', '白色', '的', '一', '樣', '無', '矽靈', '產品', '係', '說明', '因', '添加', '抗', '屑', '成分', '才', '以', '乳白色', '質', '地', '呈現', '但', '個人', '偏愛', '透明系', '富含', '茶樹', '精油', '檸檬', '萊姆', '麝香', '調', '頭皮', '沒有', '特別', '感受', '清新', '舒爽', '本身', '就', '沒有', '頭皮屑', '香味', '容易', '臭掉', '不', '知道', '為什麼', '一樣', '的', '價位', '會', '選擇', '水漾', '薔薇']"
"史上最開心的空瓶~~~
因為我覺得他...
超級爆炸難用
🙄🙄🙄🙄🙄🙄🙄🙄
一罐是我朋友送我的...
另一罐是....
我還沒用第一罐的時候去逛街....
我跟朋友經過SABON...
他說他覺得洗髮精很好用...
我不疑有他...
買了第二種口味....
((愚蠢的決定阿~~~~~~~~~~~😭😭😭))
這種包裝超級爆炸難用...
本來想說要環保...
不裝壓頭...
但~~~用這個擠..
手真的200%會抽筋😨😨😨😨
再來說說~~~
我不喜歡他的原因~~
1.因為它起泡很差~~~要用很多很多很多...","['史', '上', '最', '開心', '的', '空瓶', '因為', '我', '覺得', '他', '超級', '爆炸', '難用', '一', '罐', '是', '我', '朋友', '送', '我', '的', '另', '一', '罐', '是', '我', '還', '沒', '用', '第一', '罐', '的', '時候', '去', '逛街', '我', '跟', '朋友', '經過', '他', '說', '他', '覺得', '洗髮精', '很', '好用', '我', '不疑', '有', '他', '買', '了', '第二', '種', '口味', '愚蠢', '的', '決定', '阿', '這', '種', '包裝', '超級', '爆炸', '難用', '本來', '想', '說', '要', '環保', '不', '裝', '壓頭', '但', '用', '這', '個', '擠手', '真的', '會', '抽筋', '再', '來', '說說', '我', '不', '喜歡', '他', '的', '原因', '因為', '它', '起泡', '很', '差', '要', '用', '很多', '很多', '很多']"
"許多人對JuliArt覺亞這個品牌應該都不陌生，
他是台灣專櫃品牌，在各大百貨都可以買得到，
280ml ＄780 其實滿貴的。
那時候購買的原因是因為他是訴求是針對頭皮護理，
而且包裝也還滿有質感。
加上沒有用過，就姑且一試～
擠出來顏色略帶淡茶色透明狀，味道很草本，
但是我自己洗完頭髮滿乾澀，吹乾後整體也沒有特別驚豔。
以這個價格、洗感，我是肯定不會想回購~","['許多', '人', '對', '覺亞', '這', '個', '品牌', '應該', '都', '不', '陌生', '他', '是', '台灣', '專櫃', '品牌', '在', '各', '大', '百貨', '都', '可以', '買', '得', '到', '其實', '滿', '貴', '的', '那', '時候', '購買', '的', '原因', '是', '因為', '他', '是', '訴求', '是', '針對', '頭皮', '護理', '而且', '包裝', '也', '還', '滿', '有', '質感', '加上', '沒有', '用', '過', '就', '姑且', '一', '試', '擠出來', '顏色', '略帶', '淡茶色', '透明狀', '味道', '很', '草本', '但是', '我', '自己', '洗完', '頭髮', '滿', '乾澀', '吹乾', '後', '整體', '也', '沒有', '特別', '驚豔', '以', '這', '個', '價格', '洗感', '我', '是', '肯定', '不會', '想', '回購']"
